10002.740107	19.6021729057
10014.0779386	16.6638334715
10015.5598299	150.941446524
10015.5998909	3.44072240211
10016.6750536	3.92770884536
10016.9552103	19.9300242217
10024.0880093	5.21398027455
10028.1998712	63.1688579359
10040.610094	2.27344672828
10046.2700199	23.7159412809
10061.7744416	5.72686532218
10063.4724564	31.956353586
10069.9899823	7.64004049596
10073.640236	6.26097177535
10073.6744462	3.06091798922
10085.230106	106.732554205
10106.3799653	44.254450265
10126.7799397	111.595732345
10135.371822	2.448227
10151.7899671	7.94596423883
10155.7370838	43.3133521361
10161.2700633	28.8087518756
10167.1599184	15.6885549373
10174.2085726	3.09728877597
10174.5943693	11.3964889314
10174.7092063	107.300773597
10183.8300278	41.0220343085
10192.5001052	167.613670573
10205.8400399	73.9058532827
10211.5799746	26.9858872101
10213.8600452	214.083641241
10228.5892538	29.9207554804
10228.6060538	6.63175755347
10233.46002	79.2207845169
10273.9001111	12.664551139
10287.5891349	62.8358688009
10289.4623108	579.620835751
10295.3499669	18.8972427664
10298.8499833	205.573049525
10308.0800138	7.32560344633
10312.3399853	64.9858230132
10325.610042	2.53896696392
10330.1299164	17.2264401959
10342.8702925	4.25906706067
10350.1299261	120.325957094
10352.3301496	3.61555360089
10356.3477097	5.16728770609
10357.3302787	5.66453200155
10375.7199614	394.726034271
10399.3899811	158.207306051
10421.1324775	10.3973691528
10421.2200128	330.362370567
10453.3599797	120.519970227
10471.5965597	3.10334549421
10471.8299957	171.70696498
10471.8337989	19.5338986955
10512.0107583	56.8821253954
10527.6080583	22.3833849261
10527.6600158	63.070980386
10527.9920829	6.16096217016
10575.3999934	18.1174466865
10588.3106488	2.62873898097
10588.7608584	25.515999
10589.198502	5.45994008816
10643.6799573	4.17963776003
10654.7089704	6.64365876488
10655.7285695	7.19803671567
10686.7104901	3.40206309559
10690.9998548	14.9737008477
10695.0923581	7.98353749864
10700.0501126	50.4009489393
10706.4100104	26.6018258875
10713.6800324	134.313946847
10723.3484998	67.194977799
10731.7201557	266.288671982
10746.1431565	111.838401752
10753.9199952	330.592095202
10775.0693504	108.803740191
10832.2598588	94.4331801194
10834.2888536	863.088413968
10840.7862098	27.5979404518
10844.6899869	317.047279519
10854.7903307	11.2128485232
10859.6178252	102.84464965
10874.1099942	4.06270318789
10879.2900436	28.3898884355
10898.6796766	177.779668865
10903.7716339	4.48256168495
10926.4477424	542.355481764
10951.3504492	235.228564741
10975.0000368	3.55328555691
10975.3247536	483.447900515
10975.5977972	18.6911247415
11009.2852853	185.531113836
11029.7997846	241.443523744
11029.8095957	25.4895425817
11030.2001121	6.91737683176
11072.4690951	89.6613240592
11089.6000531	2.86021996027
11089.9878971	38.8306231725
11090.0189305	97.4410872129
11090.3997967	8.86701970063
11140.9266423	29.7498269853
11155.6002072	4.83320702611
11156.1626901	39.1891107
11156.4939482	2.26878077458
11215.0208503	4.95637513576
11288.1883127	5.15326576694
11291.1771792	16.080428751
11295.5317375	8.61985231442
11299.4582661	52.3155125114
11305.2461416	2.72200654646
11306.3453296	37.5122293931
11312.8488571	181.886174036
11323.3547156	77.4637683777
11331.1947681	282.130281416
11354.3042491	206.100104778
11377.2746125	34.0228561399
11437.5627853	5.22122970669
11439.9399464	891.014401221
11447.2398671	30.7860210473
11451.6072103	329.884060026
11462.7759031	10.0900228655
11468.3444433	93.00529639
11484.3724429	4.89938239131
11490.3331726	31.324931341
11508.298731	6.91611737012
11508.7787951	26.4218745403
11517.7478682	7.93478674092
11538.80927	611.551043963
11565.2002921	2.63581579315
11565.2058161	82.9788422954
11591.3998017	3.25106182656
11591.7002477	14.2096125081
11591.7187284	533.548753745
11627.8476436	227.893935645
11650.4031684	16.0057295896
11650.7916086	255.922061045
11650.8350795	66.1635526369
11696.3502307	123.683777578
11715.8000226	7.32500323665
11716.1374547	57.436966919
11716.1496332	124.256779
11716.6002762	9.32312567678
11770.5991438	2.56570122015
11770.825978	41.7529282391
11787.6036011	10.2850576468
11788.0279451	62.7149038
11851.4161623	2.35316680099
11851.4625686	10.4100105232
11865.9024329	20.1316833771
11867.0909339	18.4293052151
11938.4037834	2.23767768126
11950.9867011	3.56203225528
11952.4094554	4.62451096961
11967.8684794	7.98724509332
11968.8589282	33.1630839831
11970.6621242	4.71652766793
11973.5357602	16.1029169067
11975.7729757	56.6512524068
11976.2026088	3.39198961926
11983.3194085	48.1505144674
11988.6591373	218.531215639
12000.1398294	111.415355017
12007.0795107	414.013403253
12024.2389919	178.328135328
12030.8891937	453.388610067
12055.8803449	174.186285542
12120.3895649	127.868615085
12122.638518	1192.94900852
12131.0650271	39.4368004983
12135.9199435	464.397553551
12148.6763055	15.4992314433
12154.9525325	139.990998091
12173.0399756	6.526016415
12179.9286122	44.7976542224
12196.3894228	239.154491282
12211.0906811	9.92208793341
12229.2999749	782.959040367
12257.7299682	338.650465779
