9660.44	120000.0	#Ar
9787.19	147000.0	#Ar
9954.57	180.0	#Ar
10001.24988	130.0	#Th
10001.70043	260.0	#Th
10002.17024	46.0	#Th
10002.35086	34.0	#Th
10014.13914	270.0	#Th
10019.64824	32.0	#Th
10031.45541	30.0	#Th
10032.29208	92.0	#Th
10032.41	112.5	#Ar
10035.7104	48.0	#Th
10035.97178	300.0	#Th
10039.86988	150.0	#Th
10041.84811	260.0	#Th
10042.1156	6700.0	#Th
10046.6355	39.0	#Th
10046.77911	47.0	#Th
10048.06584	220.0	#Th
10048.7538	31.0	#Th
10050.79057	410.0	#Th
10054.82	810.0	#Ar
10056.13423	380.0	#Th
10056.9404	63.0	#Th
10057.71792	72.0	#Th
10058.5881	54.0	#Th
10058.96522	180.0	#Th
10061.69056	44.0	#Th
10067.9419	70.0	#Th
10081.66623	82.0	#Th
10082.3038	160.0	#Th
10083.9864	110.0	#Th
10085.4775	73.0	#Th
10085.6427	710.0	#Th
10086.54911	2600.0	#Th
10088.09516	30.0	#Th
10089.16777	270.0	#Th
10091.90009	8300.0	#Th
10095.2941	35.0	#Th
10100.22721	50.0	#Th
10101.38848	72.0	#Th
10105.34334	150.0	#Th
10105.9432	45.0	#Th
10106.5369	46.0	#Th
10107.07759	54.0	#Th
10107.84637	150.0	#Th
10108.31467	46.0	#Th
10109.76301	360.0	#Th
10114.64551	130.0	#Th
10117.5557	50.0	#Th
10120.76302	270.0	#Th
10120.9548	52.0	#Th
10121.5422	57.0	#Th
10123.4286	73.0	#Th
10125.87322	34.0	#Th
10129.3266	85.0	#Th
10130.3232	58.0	#Th
10134.14421	130.0	#Th
10135.79462	31.0	#Th
10136.34339	2100.0	#Th
10139.56567	39.0	#Th
10140.16471	190.0	#Th
10143.21003	1300.0	#Th
10144.1763	4200.0	#Th
10147.04483	720.0	#Th
10159.1904	33.0	#Th
10163.10497	380.0	#Th
10166.22	180.0	#Ar
10172.0866	59.0	#Th
10172.088	59.0	#Th
10177.79636	1200.0	#Th
10179.87277	37.0	#Th
10181.30868	1500.0	#Th
10183.38309	290.0	#Th
10187.33028	180.0	#Th
10191.20764	490.0	#Th
10195.755	34.0	#Th
10196.50944	31.0	#Th
10197.69406	90.0	#Th
10199.9552	30.0	#Th
10204.92288	49.0	#Th
10206.01666	31.0	#Th
10207.81238	56.0	#Th
10211.07911	30.0	#Th
10214.33151	210.0	#Th
10216.59826	45.0	#Th
10217.23663	100.0	#Th
10217.47163	67.0	#Th
10221.23276	1300.0	#Th
10222.1822	88.0	#Th
10226.46007	300.0	#Th
10232.33851	56.0	#Th
10238.83293	850.0	#Th
10244.2754	68.0	#Th
10244.58127	210.0	#Th
10247.7906	74.0	#Th
10250.223	48.0	#Th
10250.36486	1000.0	#Th
10253.48823	700.0	#Th
10257.0203	49.0	#Th
10258.39046	150.0	#Th
10260.17982	2600.0	#Th
10260.97775	3500.0	#Th
10271.36381	55.0	#Th
10274.00238	150.0	#Th
10274.87296	170.0	#Th
10278.50879	380.0	#Th
10279.6137	87.0	#Th
10281.16307	78.0	#Th
10281.67315	65.0	#Th
10285.93384	910.0	#Th
10288.30281	37.0	#Th
10291.81099	120.0	#Th
10295.86961	500.0	#Th
10297.52982	390.0	#Th
10302.69234	72.0	#Th
10303.98956	430.0	#Th
