#Use with all MEGARA data
#BLUE filter
#5125.7663	6800.0	# ArII from NIST
5141.7826	8960.0	# ArII from NIST
5145.3080	6480.0	# ArII from NIST
5154.2430	8000.0	# ArI from NIST faint
5162.2850	6000.0	# ArI from NIST
5165.7727	19200.0	# ArII from NIST faint
5187.7460	8000.0	# ArI from NIST
#5216.8140	11200.0	# ArII from NIST faint
5221.2710	2800.0	# ArI from NIST faint
5286.8866	7200.0	# ArII from NIST faint
5305.6856	6000.0	# ArII from NIST faint
5358.3797	5600.0	# ArII from NIST faint
5402.6051	6000.0	# ArII from NIST faint
5421.3520	2000.0	# ArI from NIST faint
5454.3052	4400.0	# ArII from NIST faint
5495.8740	10000.0	# ArI from NIST
5506.1130	2000.0	# ArI from NIST faint
5545.0492	2800.0	# ArII from NIST faint
5554.0227	11600.0	# ArII from NIST faint
5558.702	10000.0	# ArI from NIST faint
5572.541	4000.0	# ArI from NIST
5577.6857	3600.0	# ArII from NIST faint
5606.7330	14000.0	# ArI from NIST
5635.8813	5200.0	# ArII from NIST faint
5650.7040	8000.0	# ArI from NIST
5672.9772	2400.0	# ArII from NIST faint
5691.6630	4400.0	# ArII from NIST faint
5739.5200	4000.0	# ArI from NIST faint
5786.561	1600.0	# ArII from NIST faint
5834.2630	2000.0	# ArI from NIST faint
5843.7776	2800.0	# ArII from NIST faint
5860.3100	4000.0	# ArI from NIST
5882.6240	6000.0	# ArI from NIST
5888.5840	10000.0	# ArI from NIST
5912.0850	20000.0	# ArI from NIST
5928.8130	6000.0	# ArI from NIST
5942.6690	2000.0	# ArI from NIST faint
5987.3020	2800.0	# ArI from NIST faint
5998.9990	2000.0	# ArI from NIST faint
6025.1500	2000.0	# ArI from NIST faint
6032.127	28000.0	# ArI from NIST
6043.2230	14000.0	# ArI from NIST
6046.8977	4000.0	# ArII from NIST faint
6052.7230	4000.0	# ArI from NIST faint
6059.3720	8000.0	# ArI from NIST
6098.8030	2800.0	# ArI from NIST faint
6105.6350	4000.0	# ArI from NIST faint
6114.9232	21480.0	# ArI from NIST
6138.6551	11200.0	# ArII from NIST faint
6145.4410	4000.0	# ArI from NIST
6172.2775	16280.0	# ArII from NIST
5111.2782	1200	 # ThI from NIST
5115.0447	6800	 # ThI from NIST
#5125.9503	1400	 # ThI from NIST
5134.7459	2100	 # ThI from NIST
5151.6119	6000	 # ThI from NIST faint
5158.6042	16000	 # ThI from NIST
5176.9611	5000	 # ThI from NIST faint
5195.8136	5100	 # ThI from NIST faint
5199.1638	9200	 # ThI from NIST
5211.2303	6900	 # ThI from NIST faint and too close to previous one
5213.3492	2500	 # ThI from NIST faint
#5216.5967	850	 # ThII from NIST faint
5219.1099	4400	 # ThI from NIST faint
5231.1596	15000	 # ThI from NIST
5239.5521	1800	 # ThI from NIST faint
5247.6546	1900	 # ThI from NIST faint
5254.2589	550	 # ThI from NIST faint
5258.3602	9200	 # ThI from NIST
5266.7102	4600	 # ThI from NIST faint
5274.1187	1800	 # ThI from NIST faint
5277.5002	1300	 # ThII from NIST faint
5289.8974	270	 # ThII from NIST faint
5291.8164	810	 # ThI from NIST faint
5294.3970	1300	 # ThI from NIST faint
5296.2786	1800	 # ThI from NIST faint
5298.0127	2000	 # ThI from NIST (average of 5297.74301+5298.28247) faint
5300.5234	1100	 # ThI from NIST
5317.4943	1500	 # ThI from NIST faint
5326.9757	4400	 # ThI from NIST faint
5343.5812	11000	 # ThI from NIST
5347.9711	980	 # ThI from NIST
5360.1500	2200	 # ThI from NIST faint
5369.2817	900	 # ThI from NIST faint
5374.8218	1800	 # ThI from NIST faint
5379.0134	3300	 # ThI from NIST (w.mean of 5378.83571 and 5379.11036) faint
5386.6105	4700	 # ThI from NIST faint
