10026.47	50.0
10026.47	50.0
10059.6		1.0
10060.72	5.0
10063.72	10.0
10087.55	20.0
10110.11	80.0
10122.57	1.0
10128.25	20.0
10191.15	10.0
10223.6		3.0
10253.88	20.0
10326.7		20.0
10423.38	1.0
10487.7		8.0
10510.79	6.0
10518.03	10.0
10530.742	900.0
10552.65	20.0
10709.71	150.0
10761.81	100.0
10841.31	1000.0
10898.308	870.0
11088.273	1900.0
11130.236	375.0
11133.86	8.0
11144.196	120.0
11165.73	10.0
11178.56	1.0
11217.96	5.0
11292.19	10.0
11312.66	5.0
11418.17	15.0
11494.37	15.0
11540.56	1.0
11617.26	25.0
11745.45	1750.0
11796.79	10.0
11860.56	6.0
11861.11	2.0
11877.61	1.0
11915.36	2.0
11954.37	1.0
11956.27	3.0
12088.11	3.0
12206.88	5.0
12238.59	5.0
12261.16	1.0
12276.24	2.0
12412.5		20.0
12454.62	2.0
12593.44	26.0
12626.85	5.0
13335.5		75.0
13474.5		5.0
13546.86	5.0
13660.21	300.0
13818.2		10.0
13923.4		15.0
14054.5		5.0
14132.0		50.0
14145.96	200.0
14245.28	40.0
14358.5		4.0
14368.83	20.0
14388.71	3.0
14507.4		10.0
14663.85	5.0
14736.41	3000.0
14746.3		25.0
14815.5		10.0
14854.1		20.0
15064.2		10.0
15103.8		100.0
15281.9		4.0
15296.0		5.0
15333.1		4.0
15422.22	900.0
15495.2		45.0
15522.5		10.0
15561.4		150.0
15726.9		5.0
15870.8		5.0
15983.9		250.0
16044.3		100.0
16056.41	500.0
16559.0		125.0
16669.7		2.0
16732.727	2000.0
16750.295	46.0
16839.1		15.0
16887.69	38.0
17145.3		5.0
17330.53	1650.0
17369.86	22.0
17487.746	42.0
17665.853	9.0
18277.87	8.0
18486.236	19.0
18793.276	860.0
18796.78	3.0
19471.99	4.0
20192.711	80.0
20267.774	2000.0
20287.972	10.0
20599.091	11.0
20848.409	7.0
20857.615	6.0
21378.892	26.0
21475.961	140.0
22275.9		60.0
22392.5		40.0
22412.9		75.0
22624.5		90.0
22971.1		40.0
23028.7		10.0
23079.8		45.0
23111.6		8.0
23198.0		750.0
23259.1	35.0
23285.9	110.0
23450.0	35.0
23803.0	60.0
23941.1	30.0
24450.3	70.0
24709.0	60.0
24783.0	30.0
24832.2	20.0
