      45176.4     0.200000
      40891.3     0.160000
      40435.3     0.160000
      39909.2     0.260000
      38120.0     0.160000
      37143.5     0.190000
      37086.0     0.400000
      36492.1     0.450000
      36220.8     0.320000
      33293.4     0.260000
      33148.4     0.330000
      33078.8     0.280000
      31333.0      1.62000
      29796.8      1.73000
      29280.6     0.230000
      29134.0     0.460000
      28843.1     0.610000
      28782.9      3.42000
      28697.9     0.380000
      28620.2      1.37000
      28505.7     0.950000
      28321.8     0.330000
      28245.9     0.290000
      28202.4     0.270000
      26917.1     0.450000
      26843.0     0.220000
      26550.3     0.450000
      25668.0     0.920000
      25512.2      1.16000
      25494.6     0.210000
      25132.1      1.26000
      24371.7     0.150000
      23973.1      1.05000
      23957.9     0.280000
      23851.5      1.99000
      23642.9     0.300000
      23139.5      1.01000
      22536.5     0.170000
      22083.2      1.14000
      22045.6     0.290000	-1
      21540.1      1.16000
      21338.7     0.270000
      21047.0     0.350000
      20991.8      2.28000
      20816.7     0.230000
      20739.2     0.240000
      20652.8     0.380000
      20621.9      4.29000
      20322.6     0.540000
      20031.1     0.180000
      19971.2     0.630000
      19950.5     0.150000
      19822.9      1.08000
      18637.4     0.190000
      18575.2     0.180000
      18434.5     0.590000
      18432.8      1.44000
      18423.1     0.310000
      18395.0     0.180000
      18287.6     0.170000
      18281.6     0.210000
      17919.6     30.91000	-1
      17828.9     0.520000
      17449.7      1.03000
      16945.2      19.4800
      16744.6     0.980000
      16553.8     0.710000	-1
      16524.4      2.20000
      16441.1      1.32000	-1
      16184.4     0.400000
      16127.1     0.210000	-1
      15993.9      2.52000
      15904.0     0.910000	-1
      15887.5     0.170000	-1
      15406.9     0.590000
      15357.3     0.330000	-1
      15353.4     0.590000	-1
      15333.5     0.870000	-1
      15306.1      2.70000	-1
      15234.9     0.150000
      15176.8      1.91000
      15050.6      8.25000	-1
      15034.6     0.160000
      14743.2     0.360000
      14697.0     0.360000
      14654.4      1.73000	-1
      14638.4      1.82000	-1
      14600.5     0.970000
      14260.8      1.00000	-1
      14253.1     0.880000	-1
      14097.5      8.36000
      13914.4      2.45000
      13829.5      1.71000
      13722.3      44.1100
      13682.3      9.32000
      13626.4      12.9400
      13603.1      1.95000
      13577.3     0.930000
      13547.9     0.610000
      13507.9      28.1200	-1
      13503.1      1.61000	-1
      13410.3      3.23000
      13370.8      21.1700
      13333.8     0.330000
      13316.9      12.8200
      13306.0     0.310000
      13276.3      17.0100
      13234.5      3.03000	-1
      13231.7      4.85000	-1
      13217.6      5.38000	-1
      13032.0     0.180000	-1
      13011.8      4.91000
      12960.2      12.5200
      12936.7      1.49000
      12806.2      5.70000
      12749.7     0.890000	-1
      12736.9      1.23000	-1
      12705.8      5.98000
      12625.1     0.160000
      12491.1      8.92000
      12459.5      4.90000	-1
      12442.7      9.69000	-1
      12422.8     0.200000
      12406.2      7.44000
      12359.7     0.740000
      12346.8      1.71000
      12143.1      2.37000	-1
      12115.6      2.94000	-1
      12029.9     0.240000
      11946.5     0.210000
      11736.4     0.150000	-1
      11722.7     0.300000	-1
      11671.9      1.41000
      11525.9     0.180000
      11491.3     0.770000
      11445.0     0.230000
      10676.5      0.35000	#From NIST
      10472.9	   0.95000	#From NIST
      9787.2	   1.26000	#From NIST
      9660.57      7.00000
      9227.03	   5.00000      #From NIST
      9125.46      14.00000
